Date,Service,Region,CostUSD,UsageQuantity
2025-11-30,Amazon CloudWatch,us-east-1,2.1,38.37
2025-11-30,Amazon CloudWatch,us-west-2,1.4,25.58
2025-11-30,Amazon CloudWatch,ap-northeast-1,0.7,12.79
2025-11-30,AWS KMS,us-east-1,2.85,11.54
2025-11-30,AWS KMS,us-west-2,1.9,7.69
2025-11-30,AWS KMS,ap-northeast-1,0.95,3.85
2025-12-01,Amazon EC2,us-east-1,0.17,41.65
2025-12-01,Amazon EC2,us-west-2,0.11,27.77
2025-12-01,Amazon EC2,ap-northeast-1,0.06,13.88
2025-12-01,Amazon S3,us-east-1,2.37,18.52
2025-12-01,Amazon S3,us-west-2,1.58,12.35
2025-12-01,Amazon S3,ap-northeast-1,0.79,6.17
2025-12-01,Amazon RDS,us-east-1,2.09,10.22
2025-12-01,Amazon RDS,us-west-2,1.39,6.82
2025-12-01,Amazon RDS,ap-northeast-1,0.7,3.41
2025-12-01,AWS Lambda,us-east-1,4.63,21.07
2025-12-01,AWS Lambda,us-west-2,3.09,14.05
2025-12-01,AWS Lambda,ap-northeast-1,1.54,7.02
2025-12-01,Amazon CloudFront,us-east-1,4.55,25.52
2025-12-01,Amazon CloudFront,us-west-2,3.03,17.01
2025-12-01,Amazon CloudFront,ap-northeast-1,1.52,8.5
2025-12-01,Amazon DynamoDB,us-east-1,4.64,27.57
2025-12-01,Amazon DynamoDB,us-west-2,3.1,18.38
2025-12-01,Amazon DynamoDB,ap-northeast-1,1.55,9.19
2025-12-01,Amazon EBS,us-east-1,3.78,32.19
2025-12-01,Amazon EBS,us-west-2,2.52,21.46
2025-12-01,Amazon EBS,ap-northeast-1,1.26,10.73
2025-12-01,Amazon VPC,us-east-1,3.44,28.48
2025-12-01,Amazon VPC,us-west-2,2.29,18.99
2025-12-01,Amazon VPC,ap-northeast-1,1.15,9.49
2025-12-01,Amazon Route 53,us-east-1,2.15,44.16
2025-12-01,Amazon Route 53,us-west-2,1.43,29.44
2025-12-01,Amazon Route 53,ap-northeast-1,0.72,14.72
2025-12-01,Amazon SNS,us-east-1,1.14,25.05
2025-12-01,Amazon SNS,us-west-2,0.76,16.7
2025-12-01,Amazon SNS,ap-northeast-1,0.38,8.35
2025-12-01,Amazon SQS,us-east-1,2.52,29.02
2025-12-01,Amazon SQS,us-west-2,1.68,19.35
2025-12-01,Amazon SQS,ap-northeast-1,0.84,9.67
2025-12-01,AWS Glue,us-east-1,1.85,28.14
2025-12-01,AWS Glue,us-west-2,1.24,18.76
2025-12-01,AWS Glue,ap-northeast-1,0.62,9.38
2025-12-01,Amazon Redshift,us-east-1,2.25,9.18
2025-12-01,Amazon Redshift,us-west-2,1.5,6.12
2025-12-01,Amazon Redshift,ap-northeast-1,0.75,3.06
2025-12-01,Amazon Athena,us-east-1,2.52,13.99
2025-12-01,Amazon Athena,us-west-2,1.68,9.33
2025-12-01,Amazon Athena,ap-northeast-1,0.84,4.66
2025-12-01,AWS Step Functions,us-east-1,0.0,26.37
2025-12-01,AWS Step Functions,us-west-2,0.0,17.58
2025-12-01,AWS Step Functions,ap-northeast-1,0.0,8.79
2025-12-01,Amazon EKS,us-east-1,3.23,30.27
2025-12-01,Amazon EKS,us-west-2,2.15,20.18
2025-12-01,Amazon EKS,ap-northeast-1,1.08,10.09
2025-12-01,Amazon ECS,us-east-1,3.35,5.67
2025-12-01,Amazon ECS,us-west-2,2.23,3.78
2025-12-01,Amazon ECS,ap-northeast-1,1.12,1.89
2025-12-01,AWS CloudTrail,us-east-1,0.46,44.73
2025-12-01,AWS CloudTrail,us-west-2,0.31,29.82
2025-12-01,AWS CloudTrail,ap-northeast-1,0.15,14.91
2025-12-01,Amazon CloudWatch,us-east-1,0.93,31.11
2025-12-01,Amazon CloudWatch,us-west-2,0.62,20.74
2025-12-01,Amazon CloudWatch,ap-northeast-1,0.31,10.37
2025-12-01,AWS KMS,us-east-1,1.47,25.8
2025-12-01,AWS KMS,us-west-2,0.98,17.2
2025-12-01,AWS KMS,ap-northeast-1,0.49,8.6
2025-12-02,Amazon EC2,us-east-1,1.55,30.61
2025-12-02,Amazon EC2,us-west-2,1.03,20.41
2025-12-02,Amazon EC2,ap-northeast-1,0.52,10.2
2025-12-02,Amazon S3,us-east-1,2.71,20.52
2025-12-02,Amazon S3,us-west-2,1.8,13.68
2025-12-02,Amazon S3,ap-northeast-1,0.9,6.84
2025-12-02,Amazon RDS,us-east-1,0.93,27.68
2025-12-02,Amazon RDS,us-west-2,0.62,18.45
2025-12-02,Amazon RDS,ap-northeast-1,0.31,9.23
2025-12-02,AWS Lambda,us-east-1,0.68,29.27
2025-12-02,AWS Lambda,us-west-2,0.45,19.52
2025-12-02,AWS Lambda,ap-northeast-1,0.23,9.76
2025-12-02,Amazon CloudFront,us-east-1,6.44,38.5
2025-12-02,Amazon CloudFront,us-west-2,4.29,25.67
2025-12-02,Amazon CloudFront,ap-northeast-1,2.15,12.83
2025-12-02,Amazon DynamoDB,us-east-1,3.58,24.14
2025-12-02,Amazon DynamoDB,us-west-2,2.39,16.1
2025-12-02,Amazon DynamoDB,ap-northeast-1,1.19,8.05
2025-12-02,Amazon EBS,us-east-1,0.0,11.78
2025-12-02,Amazon EBS,us-west-2,0.0,7.85
2025-12-02,Amazon EBS,ap-northeast-1,0.0,3.92
2025-12-02,Amazon VPC,us-east-1,4.42,17.1
2025-12-02,Amazon VPC,us-west-2,2.95,11.4
2025-12-02,Amazon VPC,ap-northeast-1,1.47,5.7
2025-12-02,Amazon Route 53,us-east-1,1.45,23.34
2025-12-02,Amazon Route 53,us-west-2,0.97,15.56
2025-12-02,Amazon Route 53,ap-northeast-1,0.48,7.78
2025-12-02,Amazon SNS,us-east-1,0.91,12.73
2025-12-02,Amazon SNS,us-west-2,0.6,8.49
2025-12-02,Amazon SNS,ap-northeast-1,0.3,4.24
2025-12-02,Amazon SQS,us-east-1,2.42,16.09
2025-12-02,Amazon SQS,us-west-2,1.62,10.72
2025-12-02,Amazon SQS,ap-northeast-1,0.81,5.36
2025-12-02,AWS Glue,us-east-1,1.39,17.19
2025-12-02,AWS Glue,us-west-2,0.93,11.46
2025-12-02,AWS Glue,ap-northeast-1,0.46,5.73
2025-12-02,Amazon Redshift,us-east-1,3.29,22.68
2025-12-02,Amazon Redshift,us-west-2,2.19,15.12
2025-12-02,Amazon Redshift,ap-northeast-1,1.09,7.56
2025-12-02,Amazon Athena,us-east-1,2.23,30.97
2025-12-02,Amazon Athena,us-west-2,1.49,20.65
2025-12-02,Amazon Athena,ap-northeast-1,0.74,10.32
2025-12-02,AWS Step Functions,us-east-1,2.29,22.21
2025-12-02,AWS Step Functions,us-west-2,1.52,14.81
2025-12-02,AWS Step Functions,ap-northeast-1,0.76,7.4
2025-12-02,Amazon EKS,us-east-1,3.21,31.68
2025-12-02,Amazon EKS,us-west-2,2.14,21.12
2025-12-02,Amazon EKS,ap-northeast-1,1.07,10.56
2025-12-02,Amazon ECS,us-east-1,2.28,25.8
2025-12-02,Amazon ECS,us-west-2,1.52,17.2
2025-12-02,Amazon ECS,ap-northeast-1,0.76,8.6
2025-12-02,AWS CloudTrail,us-east-1,1.32,16.39
2025-12-02,AWS CloudTrail,us-west-2,0.88,10.93
2025-12-02,AWS CloudTrail,ap-northeast-1,0.44,5.46
2025-12-02,Amazon CloudWatch,us-east-1,3.65,29.45
2025-12-02,Amazon CloudWatch,us-west-2,2.44,19.63
2025-12-02,Amazon CloudWatch,ap-northeast-1,1.22,9.82
2025-12-02,AWS KMS,us-east-1,3.19,27.81
2025-12-02,AWS KMS,us-west-2,2.12,18.54
2025-12-02,AWS KMS,ap-northeast-1,1.06,9.27
2025-12-03,Amazon EC2,us-east-1,2.57,31.96
2025-12-03,Amazon EC2,us-west-2,1.71,21.31
2025-12-03,Amazon EC2,ap-northeast-1,0.86,10.65
2025-12-03,Amazon S3,us-east-1,3.9,34.11
2025-12-03,Amazon S3,us-west-2,2.6,22.74
2025-12-03,Amazon S3,ap-northeast-1,1.3,11.37
2025-12-03,Amazon RDS,us-east-1,2.35,38.87
2025-12-03,Amazon RDS,us-west-2,1.57,25.91
2025-12-03,Amazon RDS,ap-northeast-1,0.78,12.96
2025-12-03,AWS Lambda,us-east-1,2.85,31.32
2025-12-03,AWS Lambda,us-west-2,1.9,20.88
2025-12-03,AWS Lambda,ap-northeast-1,0.95,10.44
2025-12-03,Amazon CloudFront,us-east-1,2.92,27.47
2025-12-03,Amazon CloudFront,us-west-2,1.95,18.31
2025-12-03,Amazon CloudFront,ap-northeast-1,0.97,9.16
2025-12-03,Amazon DynamoDB,us-east-1,1.4,32.02
2025-12-03,Amazon DynamoDB,us-west-2,0.93,21.34
2025-12-03,Amazon DynamoDB,ap-northeast-1,0.46,10.67
2025-12-03,Amazon EBS,us-east-1,6.77,21.25
2025-12-03,Amazon EBS,us-west-2,4.51,14.17
2025-12-03,Amazon EBS,ap-northeast-1,2.26,7.08
2025-12-03,Amazon VPC,us-east-1,2.6,20.54
2025-12-03,Amazon VPC,us-west-2,1.74,13.69
2025-12-03,Amazon VPC,ap-northeast-1,0.87,6.85
2025-12-03,Amazon Route 53,us-east-1,1.77,40.45
2025-12-03,Amazon Route 53,us-west-2,1.18,26.96
2025-12-03,Amazon Route 53,ap-northeast-1,0.59,13.48
2025-12-03,Amazon SNS,us-east-1,1.49,20.26
2025-12-03,Amazon SNS,us-west-2,0.99,13.51
2025-12-03,Amazon SNS,ap-northeast-1,0.5,6.75
2025-12-03,Amazon SQS,us-east-1,0.12,17.43
2025-12-03,Amazon SQS,us-west-2,0.08,11.62
2025-12-03,Amazon SQS,ap-northeast-1,0.04,5.81
2025-12-03,AWS Glue,us-east-1,0.0,31.32
2025-12-03,AWS Glue,us-west-2,0.0,20.88
2025-12-03,AWS Glue,ap-northeast-1,0.0,10.44
2025-12-03,Amazon Redshift,us-east-1,6.7,21.34
2025-12-03,Amazon Redshift,us-west-2,4.47,14.22
2025-12-03,Amazon Redshift,ap-northeast-1,2.23,7.11
2025-12-03,Amazon Athena,us-east-1,0.0,34.0
2025-12-03,Amazon Athena,us-west-2,0.0,22.67
2025-12-03,Amazon Athena,ap-northeast-1,0.0,11.33
2025-12-03,AWS Step Functions,us-east-1,1.41,37.99
2025-12-03,AWS Step Functions,us-west-2,0.94,25.33
2025-12-03,AWS Step Functions,ap-northeast-1,0.47,12.66
2025-12-03,Amazon EKS,us-east-1,2.08,18.68
2025-12-03,Amazon EKS,us-west-2,1.38,12.45
2025-12-03,Amazon EKS,ap-northeast-1,0.69,6.23
2025-12-03,Amazon ECS,us-east-1,2.23,32.58
2025-12-03,Amazon ECS,us-west-2,1.49,21.72
2025-12-03,Amazon ECS,ap-northeast-1,0.74,10.86
2025-12-03,AWS CloudTrail,us-east-1,2.16,20.04
2025-12-03,AWS CloudTrail,us-west-2,1.44,13.36
2025-12-03,AWS CloudTrail,ap-northeast-1,0.72,6.68
2025-12-03,Amazon CloudWatch,us-east-1,2.2,12.28
2025-12-03,Amazon CloudWatch,us-west-2,1.47,8.19
2025-12-03,Amazon CloudWatch,ap-northeast-1,0.73,4.09
2025-12-03,AWS KMS,us-east-1,3.1,7.13
2025-12-03,AWS KMS,us-west-2,2.06,4.76
2025-12-03,AWS KMS,ap-northeast-1,1.03,2.38
2025-12-04,Amazon EC2,us-east-1,1.83,32.59
2025-12-04,Amazon EC2,us-west-2,1.22,21.73
2025-12-04,Amazon EC2,ap-northeast-1,0.61,10.86
2025-12-04,Amazon S3,us-east-1,2.96,30.91
2025-12-04,Amazon S3,us-west-2,1.97,20.6
2025-12-04,Amazon S3,ap-northeast-1,0.98,10.3
2025-12-04,Amazon RDS,us-east-1,2.4,36.7
2025-12-04,Amazon RDS,us-west-2,1.6,24.46
2025-12-04,Amazon RDS,ap-northeast-1,0.8,12.23
2025-12-04,AWS Lambda,us-east-1,3.88,29.46
2025-12-04,AWS Lambda,us-west-2,2.59,19.64
2025-12-04,AWS Lambda,ap-northeast-1,1.29,9.82
2025-12-04,Amazon CloudFront,us-east-1,3.89,32.51
2025-12-04,Amazon CloudFront,us-west-2,2.59,21.67
2025-12-04,Amazon CloudFront,ap-northeast-1,1.3,10.84
2025-12-04,Amazon DynamoDB,us-east-1,1.84,11.56
2025-12-04,Amazon DynamoDB,us-west-2,1.23,7.71
2025-12-04,Amazon DynamoDB,ap-northeast-1,0.61,3.85
2025-12-04,Amazon EBS,us-east-1,3.13,30.46
2025-12-04,Amazon EBS,us-west-2,2.09,20.31
2025-12-04,Amazon EBS,ap-northeast-1,1.04,10.15
2025-12-04,Amazon VPC,us-east-1,4.13,15.63
2025-12-04,Amazon VPC,us-west-2,2.76,10.42
2025-12-04,Amazon VPC,ap-northeast-1,1.38,5.21
2025-12-04,Amazon Route 53,us-east-1,1.14,29.6
2025-12-04,Amazon Route 53,us-west-2,0.76,19.73
2025-12-04,Amazon Route 53,ap-northeast-1,0.38,9.87
2025-12-04,Amazon SNS,us-east-1,2.4,6.14
2025-12-04,Amazon SNS,us-west-2,1.6,4.09
2025-12-04,Amazon SNS,ap-northeast-1,0.8,2.05
2025-12-04,Amazon SQS,us-east-1,3.06,6.47
2025-12-04,Amazon SQS,us-west-2,2.04,4.32
2025-12-04,Amazon SQS,ap-northeast-1,1.02,2.16
2025-12-04,AWS Glue,us-east-1,1.08,38.52
2025-12-04,AWS Glue,us-west-2,0.72,25.68
2025-12-04,AWS Glue,ap-northeast-1,0.36,12.84
2025-12-04,Amazon Redshift,us-east-1,5.24,12.85
2025-12-04,Amazon Redshift,us-west-2,3.49,8.56
2025-12-04,Amazon Redshift,ap-northeast-1,1.75,4.28
2025-12-04,Amazon Athena,us-east-1,2.0,25.43
2025-12-04,Amazon Athena,us-west-2,1.34,16.95
2025-12-04,Amazon Athena,ap-northeast-1,0.67,8.47
2025-12-04,AWS Step Functions,us-east-1,5.17,20.07
2025-12-04,AWS Step Functions,us-west-2,3.45,13.38
2025-12-04,AWS Step Functions,ap-northeast-1,1.72,6.69
2025-12-04,Amazon EKS,us-east-1,1.78,40.48
2025-12-04,Amazon EKS,us-west-2,1.19,26.99
2025-12-04,Amazon EKS,ap-northeast-1,0.59,13.49
2025-12-04,Amazon ECS,us-east-1,1.94,32.22
2025-12-04,Amazon ECS,us-west-2,1.29,21.48
2025-12-04,Amazon ECS,ap-northeast-1,0.65,10.74
2025-12-04,AWS CloudTrail,us-east-1,0.28,23.29
2025-12-04,AWS CloudTrail,us-west-2,0.19,15.53
2025-12-04,AWS CloudTrail,ap-northeast-1,0.09,7.76
2025-12-04,Amazon CloudWatch,us-east-1,0.01,14.45
2025-12-04,Amazon CloudWatch,us-west-2,0.01,9.63
2025-12-04,Amazon CloudWatch,ap-northeast-1,0.0,4.81
2025-12-04,AWS KMS,us-east-1,3.76,24.5
2025-12-04,AWS KMS,us-west-2,2.51,16.33
2025-12-04,AWS KMS,ap-northeast-1,1.25,8.17
2025-12-05,Amazon EC2,us-east-1,2.02,17.52
2025-12-05,Amazon EC2,us-west-2,1.35,11.68
2025-12-05,Amazon EC2,ap-northeast-1,0.67,5.84
2025-12-05,Amazon S3,us-east-1,2.17,28.01
2025-12-05,Amazon S3,us-west-2,1.45,18.67
2025-12-05,Amazon S3,ap-northeast-1,0.72,9.34
2025-12-05,Amazon RDS,us-east-1,3.98,0.0
2025-12-05,Amazon RDS,us-west-2,2.65,0.0
2025-12-05,Amazon RDS,ap-northeast-1,1.32,0.0
2025-12-05,AWS Lambda,us-east-1,1.25,26.59
2025-12-05,AWS Lambda,us-west-2,0.83,17.73
2025-12-05,AWS Lambda,ap-northeast-1,0.42,8.86
2025-12-05,Amazon CloudFront,us-east-1,2.35,29.04
2025-12-05,Amazon CloudFront,us-west-2,1.57,19.36
2025-12-05,Amazon CloudFront,ap-northeast-1,0.78,9.68
2025-12-05,Amazon DynamoDB,us-east-1,2.9,21.95
2025-12-05,Amazon DynamoDB,us-west-2,1.93,14.63
2025-12-05,Amazon DynamoDB,ap-northeast-1,0.97,7.32
2025-12-05,Amazon EBS,us-east-1,1.71,22.55
2025-12-05,Amazon EBS,us-west-2,1.14,15.03
2025-12-05,Amazon EBS,ap-northeast-1,0.57,7.52
2025-12-05,Amazon VPC,us-east-1,4.22,17.68
2025-12-05,Amazon VPC,us-west-2,2.82,11.79
2025-12-05,Amazon VPC,ap-northeast-1,1.41,5.89
2025-12-05,Amazon Route 53,us-east-1,2.4,26.84
2025-12-05,Amazon Route 53,us-west-2,1.6,17.89
2025-12-05,Amazon Route 53,ap-northeast-1,0.8,8.95
2025-12-05,Amazon SNS,us-east-1,4.84,22.0
2025-12-05,Amazon SNS,us-west-2,3.23,14.66
2025-12-05,Amazon SNS,ap-northeast-1,1.61,7.33
2025-12-05,Amazon SQS,us-east-1,3.94,37.32
2025-12-05,Amazon SQS,us-west-2,2.63,24.88
2025-12-05,Amazon SQS,ap-northeast-1,1.31,12.44
2025-12-05,AWS Glue,us-east-1,2.4,22.89
2025-12-05,AWS Glue,us-west-2,1.6,15.26
2025-12-05,AWS Glue,ap-northeast-1,0.8,7.63
2025-12-05,Amazon Redshift,us-east-1,2.0,22.44
2025-12-05,Amazon Redshift,us-west-2,1.34,14.96
2025-12-05,Amazon Redshift,ap-northeast-1,0.67,7.48
2025-12-05,Amazon Athena,us-east-1,3.78,27.31
2025-12-05,Amazon Athena,us-west-2,2.52,18.21
2025-12-05,Amazon Athena,ap-northeast-1,1.26,9.1
2025-12-05,AWS Step Functions,us-east-1,2.85,13.75
2025-12-05,AWS Step Functions,us-west-2,1.9,9.17
2025-12-05,AWS Step Functions,ap-northeast-1,0.95,4.58
2025-12-05,Amazon EKS,us-east-1,1.05,46.44
2025-12-05,Amazon EKS,us-west-2,0.7,30.96
2025-12-05,Amazon EKS,ap-northeast-1,0.35,15.48
2025-12-05,Amazon ECS,us-east-1,2.23,17.25
2025-12-05,Amazon ECS,us-west-2,1.49,11.5
2025-12-05,Amazon ECS,ap-northeast-1,0.74,5.75
2025-12-05,AWS CloudTrail,us-east-1,4.64,27.82
2025-12-05,AWS CloudTrail,us-west-2,3.1,18.55
2025-12-05,AWS CloudTrail,ap-northeast-1,1.55,9.27
2025-12-05,Amazon CloudWatch,us-east-1,3.37,23.62
2025-12-05,Amazon CloudWatch,us-west-2,2.24,15.75
2025-12-05,Amazon CloudWatch,ap-northeast-1,1.12,7.87
2025-12-05,AWS KMS,us-east-1,2.02,23.3
2025-12-05,AWS KMS,us-west-2,1.35,15.54
2025-12-05,AWS KMS,ap-northeast-1,0.67,7.77
2025-12-06,Amazon EC2,us-east-1,0.42,24.12
2025-12-06,Amazon EC2,us-west-2,0.28,16.08
2025-12-06,Amazon EC2,ap-northeast-1,0.14,8.04
2025-12-06,Amazon S3,us-east-1,2.94,43.51
2025-12-06,Amazon S3,us-west-2,1.96,29.0
2025-12-06,Amazon S3,ap-northeast-1,0.98,14.5
2025-12-06,Amazon RDS,us-east-1,2.63,1.66
2025-12-06,Amazon RDS,us-west-2,1.75,1.11
2025-12-06,Amazon RDS,ap-northeast-1,0.88,0.55
2025-12-06,AWS Lambda,us-east-1,2.36,52.4
2025-12-06,AWS Lambda,us-west-2,1.57,34.93
2025-12-06,AWS Lambda,ap-northeast-1,0.79,17.46
2025-12-06,Amazon CloudFront,us-east-1,3.8,16.89
2025-12-06,Amazon CloudFront,us-west-2,2.53,11.26
2025-12-06,Amazon CloudFront,ap-northeast-1,1.27,5.63
2025-12-06,Amazon DynamoDB,us-east-1,3.38,17.58
2025-12-06,Amazon DynamoDB,us-west-2,2.26,11.72
2025-12-06,Amazon DynamoDB,ap-northeast-1,1.13,5.86
2025-12-06,Amazon EBS,us-east-1,0.47,21.52
2025-12-06,Amazon EBS,us-west-2,0.31,14.34
2025-12-06,Amazon EBS,ap-northeast-1,0.16,7.17
2025-12-06,Amazon VPC,us-east-1,2.63,6.28
2025-12-06,Amazon VPC,us-west-2,1.76,4.19
2025-12-06,Amazon VPC,ap-northeast-1,0.88,2.09
2025-12-06,Amazon Route 53,us-east-1,0.78,25.11
2025-12-06,Amazon Route 53,us-west-2,0.52,16.74
2025-12-06,Amazon Route 53,ap-northeast-1,0.26,8.37
2025-12-06,Amazon SNS,us-east-1,1.89,28.95
2025-12-06,Amazon SNS,us-west-2,1.26,19.3
2025-12-06,Amazon SNS,ap-northeast-1,0.63,9.65
2025-12-06,Amazon SQS,us-east-1,0.68,32.14
2025-12-06,Amazon SQS,us-west-2,0.45,21.43
2025-12-06,Amazon SQS,ap-northeast-1,0.23,10.71
2025-12-06,AWS Glue,us-east-1,0.72,41.42
2025-12-06,AWS Glue,us-west-2,0.48,27.62
2025-12-06,AWS Glue,ap-northeast-1,0.24,13.81
2025-12-06,Amazon Redshift,us-east-1,0.0,14.07
2025-12-06,Amazon Redshift,us-west-2,0.0,9.38
2025-12-06,Amazon Redshift,ap-northeast-1,0.0,4.69
2025-12-06,Amazon Athena,us-east-1,3.12,41.64
2025-12-06,Amazon Athena,us-west-2,2.08,27.76
2025-12-06,Amazon Athena,ap-northeast-1,1.04,13.88
2025-12-06,AWS Step Functions,us-east-1,2.98,30.63
2025-12-06,AWS Step Functions,us-west-2,1.98,20.42
2025-12-06,AWS Step Functions,ap-northeast-1,0.99,10.21
2025-12-06,Amazon EKS,us-east-1,2.52,14.73
2025-12-06,Amazon EKS,us-west-2,1.68,9.82
2025-12-06,Amazon EKS,ap-northeast-1,0.84,4.91
2025-12-06,Amazon ECS,us-east-1,1.76,12.88
2025-12-06,Amazon ECS,us-west-2,1.18,8.59
2025-12-06,Amazon ECS,ap-northeast-1,0.59,4.29
2025-12-06,AWS CloudTrail,us-east-1,0.58,29.02
2025-12-06,AWS CloudTrail,us-west-2,0.39,19.34
2025-12-06,AWS CloudTrail,ap-northeast-1,0.19,9.67
2025-12-06,Amazon CloudWatch,us-east-1,0.81,28.2
2025-12-06,Amazon CloudWatch,us-west-2,0.54,18.8
2025-12-06,Amazon CloudWatch,ap-northeast-1,0.27,9.4
2025-12-06,AWS KMS,us-east-1,0.55,27.96
2025-12-06,AWS KMS,us-west-2,0.36,18.64
2025-12-06,AWS KMS,ap-northeast-1,0.18,9.32
2025-12-07,Amazon EC2,us-east-1,1.76,39.06
2025-12-07,Amazon EC2,us-west-2,1.18,26.04
2025-12-07,Amazon EC2,ap-northeast-1,0.59,13.02
2025-12-07,Amazon S3,us-east-1,2.98,37.36
2025-12-07,Amazon S3,us-west-2,1.99,24.91
2025-12-07,Amazon S3,ap-northeast-1,0.99,12.45
2025-12-07,Amazon RDS,us-east-1,1.36,25.56
2025-12-07,Amazon RDS,us-west-2,0.91,17.04
2025-12-07,Amazon RDS,ap-northeast-1,0.45,8.52
2025-12-07,AWS Lambda,us-east-1,1.03,20.86
2025-12-07,AWS Lambda,us-west-2,0.69,13.91
2025-12-07,AWS Lambda,ap-northeast-1,0.34,6.95
2025-12-07,Amazon CloudFront,us-east-1,2.1,17.74
2025-12-07,Amazon CloudFront,us-west-2,1.4,11.83
2025-12-07,Amazon CloudFront,ap-northeast-1,0.7,5.91
2025-12-07,Amazon DynamoDB,us-east-1,0.68,10.87
2025-12-07,Amazon DynamoDB,us-west-2,0.45,7.24
2025-12-07,Amazon DynamoDB,ap-northeast-1,0.23,3.62
2025-12-07,Amazon EBS,us-east-1,0.0,14.44
2025-12-07,Amazon EBS,us-west-2,0.0,9.62
2025-12-07,Amazon EBS,ap-northeast-1,0.0,4.81
2025-12-07,Amazon VPC,us-east-1,3.44,9.02
2025-12-07,Amazon VPC,us-west-2,2.29,6.01
2025-12-07,Amazon VPC,ap-northeast-1,1.15,3.0
2025-12-07,Amazon Route 53,us-east-1,0.45,42.91
2025-12-07,Amazon Route 53,us-west-2,0.3,28.61
2025-12-07,Amazon Route 53,ap-northeast-1,0.15,14.3
2025-12-07,Amazon SNS,us-east-1,1.54,28.21
2025-12-07,Amazon SNS,us-west-2,1.03,18.81
2025-12-07,Amazon SNS,ap-northeast-1,0.51,9.4
2025-12-07,Amazon SQS,us-east-1,3.46,31.62
2025-12-07,Amazon SQS,us-west-2,2.31,21.08
2025-12-07,Amazon SQS,ap-northeast-1,1.15,10.54
2025-12-07,AWS Glue,us-east-1,0.21,22.69
2025-12-07,AWS Glue,us-west-2,0.14,15.13
2025-12-07,AWS Glue,ap-northeast-1,0.07,7.56
2025-12-07,Amazon Redshift,us-east-1,0.07,49.47
2025-12-07,Amazon Redshift,us-west-2,0.05,32.98
2025-12-07,Amazon Redshift,ap-northeast-1,0.02,16.49
2025-12-07,Amazon Athena,us-east-1,0.11,14.52
2025-12-07,Amazon Athena,us-west-2,0.07,9.68
2025-12-07,Amazon Athena,ap-northeast-1,0.04,4.84
2025-12-07,AWS Step Functions,us-east-1,0.94,10.04
2025-12-07,AWS Step Functions,us-west-2,0.63,6.69
2025-12-07,AWS Step Functions,ap-northeast-1,0.31,3.34
2025-12-07,Amazon EKS,us-east-1,4.53,49.23
2025-12-07,Amazon EKS,us-west-2,3.02,32.82
2025-12-07,Amazon EKS,ap-northeast-1,1.51,16.41
2025-12-07,Amazon ECS,us-east-1,1.78,11.79
2025-12-07,Amazon ECS,us-west-2,1.19,7.86
2025-12-07,Amazon ECS,ap-northeast-1,0.59,3.93
2025-12-07,AWS CloudTrail,us-east-1,0.0,22.56
2025-12-07,AWS CloudTrail,us-west-2,0.0,15.04
2025-12-07,AWS CloudTrail,ap-northeast-1,0.0,7.52
2025-12-07,Amazon CloudWatch,us-east-1,2.02,18.48
2025-12-07,Amazon CloudWatch,us-west-2,1.35,12.32
2025-12-07,Amazon CloudWatch,ap-northeast-1,0.67,6.16
2025-12-07,AWS KMS,us-east-1,2.83,28.95
2025-12-07,AWS KMS,us-west-2,1.89,19.3
2025-12-07,AWS KMS,ap-northeast-1,0.94,9.65
2025-12-08,Amazon EC2,us-east-1,2.98,21.84
2025-12-08,Amazon EC2,us-west-2,1.99,14.56
2025-12-08,Amazon EC2,ap-northeast-1,0.99,7.28
2025-12-08,Amazon S3,us-east-1,0.85,31.66
2025-12-08,Amazon S3,us-west-2,0.57,21.11
2025-12-08,Amazon S3,ap-northeast-1,0.28,10.55
2025-12-08,Amazon RDS,us-east-1,2.52,33.88
2025-12-08,Amazon RDS,us-west-2,1.68,22.59
2025-12-08,Amazon RDS,ap-northeast-1,0.84,11.29
2025-12-08,AWS Lambda,us-east-1,3.69,10.78
2025-12-08,AWS Lambda,us-west-2,2.46,7.19
2025-12-08,AWS Lambda,ap-northeast-1,1.23,3.59
2025-12-08,Amazon CloudFront,us-east-1,0.35,17.45
2025-12-08,Amazon CloudFront,us-west-2,0.23,11.63
2025-12-08,Amazon CloudFront,ap-northeast-1,0.12,5.81
2025-12-08,Amazon DynamoDB,us-east-1,0.92,32.55
2025-12-08,Amazon DynamoDB,us-west-2,0.61,21.7
2025-12-08,Amazon DynamoDB,ap-northeast-1,0.3,10.85
2025-12-08,Amazon EBS,us-east-1,3.02,35.99
2025-12-08,Amazon EBS,us-west-2,2.02,23.99
2025-12-08,Amazon EBS,ap-northeast-1,1.01,12.0
2025-12-08,Amazon VPC,us-east-1,3.1,27.09
2025-12-08,Amazon VPC,us-west-2,2.06,18.06
2025-12-08,Amazon VPC,ap-northeast-1,1.03,9.03
2025-12-08,Amazon Route 53,us-east-1,4.3,29.7
2025-12-08,Amazon Route 53,us-west-2,2.87,19.8
2025-12-08,Amazon Route 53,ap-northeast-1,1.43,9.9
2025-12-08,Amazon SNS,us-east-1,2.6,39.8
2025-12-08,Amazon SNS,us-west-2,1.73,26.54
2025-12-08,Amazon SNS,ap-northeast-1,0.87,13.27
2025-12-08,Amazon SQS,us-east-1,2.67,21.95
2025-12-08,Amazon SQS,us-west-2,1.78,14.64
